"file","md5_sum","number_of_beads","mean_size","mean_intensity","bead_density","estimated_rejected","coverage"
"notebook/Images/beads_large1.bmp","7b88193bf99c4efebb5e2e8f4b8066fe",67,108.671641791045,0.705977147073635,0.0393584587441619,0,0.0393584587441619
"notebook/Images/beads_large2.png","b37015555151d6b387ea8a7ced30eaa3",491,96.0366598778004,0.216344817606391,0.0330143500470493,0,0.0330143500470493
"notebook/Images/beads.png","504d83fb571b8e8156f188b57733a60c",9,139.888888888889,0.651852544035883,0.0779759692803171,0,0.0779759692803171
"notebook/Images/droplet_beads.png","67b542a4f0ec7f9f306dd9b0a4099dbc",5,79.4,0.193198992443325,0.0234744560075686,0,0.0234744560075686
