"file","md5_sum","number_of_objects","mean_size","sd_size","mean_intensity","sd_intensity","estimated_rejected","coverage"
"notebook/Images/analysis/1_000000_40x_Cy5_Grey=1000_Z=3509370_Well=A1_Ti=149999us_t=000173547ms.bmp","ff7ed898f27979e62bea6f9e3c4be69d",23,2804.78260869565,1090.61679615135,0.237129005686913,0.0457625421066258,0,0.0451659609266478
"notebook/Images/analysis/1_000007_40x_Cy5_Grey=1000_Z=3516170_Well=C1_Ti=149999us_t=000242390ms.bmp","b7d572f431dd33bc84c208229e82a983",111,1398.05405405405,1744.12541687198,0.275901396747997,0.0434151106652077,0,0.108650356230676
"notebook/Images/analysis/1_000013_40x_Cy5_Grey=1000_Z=3537210_Well=E1_Ti=149999us_t=000315500ms.bmp","4e6ce5d8f906b3117942edda11b974b1",434,590.052995391705,1555.56127249096,0.448566392345374,0.147794339889722,0,0.179293671864498
"notebook/Images/analysis/1_000020_40x_Cy5_Grey=1000_Z=3551510_Well=G1_Ti=149999us_t=000376422ms.bmp","39a723e4aa29769143a35cd212a730db",59,1624.4406779661,2005.39171744219,0.357819016674093,0.0937987041559891,0,0.0671027131782946
"notebook/Images/analysis/1_000025_40x_Cy5_Grey=1000_Z=3519150_Well=A2_Ti=149999us_t=000438625ms.bmp","9520ce4acdf0095b8d7fd6501c654551",42,2109.2619047619,1661.27076043882,0.238949420312662,0.0578049973815329,0,0.0620246056817673
"notebook/Images/analysis/1_000033_40x_Cy5_Grey=1000_Z=3485240_Well=C2_Ti=149999us_t=000504406ms.bmp","e7eb1c7833d6615cb6cd08ec9875c4e4",277,530.241877256318,1191.41319204631,0.18422065041217,0.0660433368151775,0,0.102834302325581
"notebook/Images/analysis/1_000036_40x_Cy5_Grey=1000_Z=3513100_Well=D2_Ti=149999us_t=000543422ms.bmp","a7bb7bffc5546cc675a4d55bbbe5ce3e",56,1468.375,2025.60395987783,0.196205241269062,0.0623317589023198,0,0.0575717222296904
